ts,phase,nvme_rd_mb_s,nvme_wr_mb_s,nvme_active_pct,cte_file_tier_gb,devshm_used_gb,clio_rss_gb,mem_avail_gb,nfs_rd_mb_s
1784045551,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.197,0.00
1784045556,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.194,0.00
1784045561,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.234,0.00
1784045566,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.235,0.00
1784045571,ingest,0.00,72.32,7.4,0.000,0.009,0.000,39.217,0.00
1784045577,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.211,0.00
1784045582,ingest,0.00,0.00,3.1,0.000,0.009,0.000,39.219,0.00
1784045587,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.200,0.00
1784045592,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.196,0.00
1784045597,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.200,0.00
1784045602,ingest,0.00,74.14,8.0,0.000,0.009,0.000,39.228,0.00
1784045607,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.227,0.00
1784045613,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.223,0.00
1784045618,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.226,0.00
1784045623,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.216,0.00
1784045628,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.213,0.00
1784045633,ingest,0.00,20.72,2.8,0.000,0.009,0.000,39.216,0.00
1784045638,ingest,0.00,52.08,5.0,0.000,0.009,0.000,39.276,0.00
1784045643,ingest,0.00,13.21,1.8,0.000,0.009,0.000,39.327,0.00
1784045648,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.307,0.00
1784045653,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.301,0.00
1784045659,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.295,0.00
1784045664,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.294,0.00
1784045669,ingest,0.00,50.14,5.2,0.000,0.009,0.000,39.289,0.00
1784045674,ingest,0.00,20.32,3.1,0.000,0.009,0.000,39.283,0.00
1784045679,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.271,0.00
1784045684,ingest,0.00,21.99,2.3,0.000,0.009,0.000,39.272,0.00
1784045689,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.274,0.00
1784045694,ingest,0.00,21.22,2.9,0.000,0.009,0.000,39.269,0.00
1784045699,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.267,0.00
1784045705,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.280,0.00
1784045710,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.278,0.00
1784045715,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.284,0.00
1784045720,ingest,0.00,55.10,5.4,0.000,0.009,0.000,39.276,0.00
1784045725,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.270,0.00
1784045730,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.261,0.00
1784045735,ingest,0.00,0.00,0.2,0.000,0.009,0.000,39.256,0.00
1784045740,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.260,0.00
1784045745,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.257,0.00
1784045751,ingest,0.00,68.14,7.6,0.000,0.009,0.000,39.255,0.00
1784045756,ingest,0.00,12.78,1.7,0.000,0.009,0.000,39.257,0.00
1784045761,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.262,0.00
1784045766,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.266,0.00
1784045771,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.283,0.00
1784045776,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.266,0.00
1784045781,ingest,0.00,44.90,4.7,0.000,0.009,0.000,39.254,0.00
1784045786,ingest,0.00,21.65,3.0,0.000,0.009,0.000,39.250,0.00
1784045791,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.254,0.00
1784045797,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.257,0.00
1784045802,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.251,0.00
1784045807,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.244,0.00
1784045812,ingest,0.00,54.22,6.5,0.000,0.009,0.000,39.244,0.00
1784045817,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.243,0.00
1784045822,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.247,0.00
1784045827,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.236,0.00
1784045832,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.234,0.00
1784045837,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.246,0.00
1784045843,ingest,0.00,66.38,7.5,0.000,0.009,0.000,39.240,0.00
1784045848,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.240,0.00
1784045853,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.239,0.00
1784045858,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.245,0.00
1784045863,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.242,0.00
1784045868,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.238,0.00
1784045873,ingest,0.00,68.12,6.5,0.000,0.009,0.000,39.242,0.00
1784045878,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.295,0.00
1784045884,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.286,0.00
1784045889,ingest,0.00,0.00,0.2,0.000,0.009,0.000,39.277,0.00
1784045894,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.277,0.00
1784045899,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.256,0.00
1784045904,ingest,0.00,69.25,7.7,0.000,0.009,0.000,39.256,0.00
1784045909,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.259,0.00
1784045914,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.260,0.00
1784045919,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.253,0.00
1784045924,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.247,0.00
1784045930,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.247,0.00
1784045935,ingest,0.00,70.78,7.6,0.000,0.009,0.000,39.235,0.00
1784045940,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.240,0.00
1784045945,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.234,0.00
1784045950,ingest,0.00,0.00,0.2,0.000,0.009,0.000,39.235,0.00
1784045955,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.241,0.00
1784045960,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.236,0.00
1784045966,ingest,0.00,66.98,7.4,0.000,0.009,0.000,39.235,0.00
1784045971,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.240,0.00
1784045976,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.237,0.00
1784045981,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.238,0.00
1784045986,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.234,0.00
1784045991,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.230,0.00
1784045996,ingest,0.00,72.05,7.4,0.000,0.009,0.000,39.230,0.00
1784046001,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.237,0.00
1784046007,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.235,0.00
1784046012,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.224,0.00
1784046017,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.220,0.00
1784046022,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.214,0.00
1784046027,ingest,0.00,71.98,7.9,0.000,0.009,0.000,39.252,0.00
1784046032,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.253,0.00
1784046038,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.248,0.00
1784046043,ingest,0.00,0.00,0.1,0.000,0.009,0.000,39.256,0.00
1784046048,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.212,0.00
1784046053,ingest,0.00,0.00,0.0,0.000,0.009,0.000,39.214,0.00
1784046058,ingest,0.00,34.02,4.0,0.000,0.009,0.000,39.191,0.00
1784046063,ingest,0.00,40.18,3.8,0.000,0.009,0.000,39.201,0.00
1784046068,ingest,7.15,0.00,1.1,0.000,0.009,0.000,39.515,0.00
1784046073,idle,0.00,0.00,0.1,0.000,0.009,0.000,39.512,0.00
1784046078,bench_chimod,240.28,0.00,24.4,0.000,0.009,0.000,39.282,1.66
1784046084,bench_chimod,833.26,0.00,89.2,0.000,0.009,0.000,39.266,0.00
1784046089,bench_chimod,142.73,0.00,15.3,0.000,0.009,0.000,39.213,0.00
1784046094,bench_chimod,723.15,21.27,81.3,0.000,0.009,0.000,39.207,0.00
1784046099,bench_chimod,0.00,0.00,0.0,0.000,0.009,0.000,39.205,0.00
1784046104,bench_chimod,0.00,0.00,0.1,0.000,0.009,0.000,39.210,0.00
1784046109,bench_chimod,452.72,0.00,50.8,0.000,0.009,0.000,39.210,0.00
1784046114,bench_chimod,369.47,0.00,43.6,0.000,0.009,0.000,39.218,0.00
1784046119,bench_chimod,0.00,0.00,0.0,0.000,0.009,0.000,39.214,0.00
1784046124,bench_chimod,0.00,0.00,0.0,0.000,0.009,0.000,39.219,0.00
1784046129,bench_chimod,0.00,0.00,0.0,0.000,0.009,0.000,39.215,0.00
1784046134,bench_chimod,5.33,0.01,5.4,0.000,0.009,0.000,39.214,0.00
1784046140,bench_chimod,0.00,0.00,0.0,0.000,0.009,0.000,39.205,0.00
